session_id,target
1,0.002146772236484219
2,2.746808541730407e-09
3,7.249839438193553e-09
4,1.3763377079606534e-08
5,2.6484486043389153e-05
6,0.00015143883583796202
7,0.0004365271424157215
8,0.00010068471603475155
9,0.0007649444772142738
10,0.10432976227320995
11,2.3324390077938435e-05
12,9.552404800418489e-05
13,0.00029138306193729984
14,0.3508680176660364
15,3.4887682010491484e-05
16,0.0037846606253020597
17,0.015112530200951267
18,2.821382752456455e-05
19,0.0007904530718578986
20,1.3141913695234652e-07
21,0.06294767487665816
22,6.723661402830981e-08
23,2.8837703176860207e-05
24,0.00032920717251798534
25,0.07193706723877595
26,2.413398770002442e-09
27,0.0005442920690665036
28,2.2510693033866266e-07
29,0.014034127374853291
30,5.686267120481023e-05
31,0.01438467985177927
32,0.043506470632823195
33,0.000548003403731577
34,7.283108391303923e-08
35,0.014192652713575319
36,0.0003293171929095104
37,6.908342670232566e-09
38,8.6372275577332e-09
39,5.686267120481023e-05
40,2.5540342703745664e-05
41,0.000394979809051953
42,0.0012689027694063775
43,1.5878434209421959e-06
44,1.3938920417945432e-05
45,0.2434609786896377
46,5.600960529346537e-06
47,0.00934795559661122
48,0.0006599494414966277
49,2.4656613679971463e-05
50,7.610932338679941e-06
51,7.045069831943503e-08
52,5.8918513411135065e-06
53,0.03685401066541518
54,5.911011815663238e-05
55,5.052210700401749e-06
56,0.0017937039281557695
57,7.981854936896328e-07
58,1.1098515341618957e-05
59,7.662882181630716e-06
60,5.285865178792924e-06
61,6.134741012465296e-06
62,0.0012677977627906086
63,6.7340023043976025e-06
64,2.8054503932248895e-05
65,3.466069464837518e-06
66,7.024198183785366e-08
67,0.00017828369763236247
68,0.00014107821294722734
69,0.09113591100103373
70,0.00010801011757393501
71,0.0001604702363040539
72,7.662882181630716e-06
73,0.02970549751776566
74,2.746808541730407e-09
75,3.081144243876345e-05
76,0.000324746214504672
77,0.0001335101976358206
78,0.0014102160151109626
79,5.992914674479841e-06
80,0.00011970629712312707
81,1.8034181419608717e-05
82,2.9570293184031472e-05
83,2.5620272393974407e-08
84,0.2558632486501206
85,9.684861903899073e-06
86,3.2075135713287894e-07
87,0.0010416529688449616
88,0.0006661474578233934
89,0.00023531256147757735
90,0.01709642483941953
91,0.0001113998812453735
92,8.50064769854878e-06
93,0.03168566537155077
94,0.0007717759248881069
95,0.03841049371879391
96,1.7840238113343245e-08
97,8.816839402368673e-05
98,5.4145204289333785e-05
99,1.698349219474175e-05
100,8.547413189596231e-05
101,0.0004320330655232931
102,0.07261770072892104
103,0.0022522981796362584
104,0.00211740476011046
105,2.566691446108583e-06
106,0.0002440382626328551
107,0.0002770376795929233
108,1.658455255609426e-05
109,1.5275805539887803e-05
110,5.7307976848619096e-05
111,0.0001424990583996428
112,2.2113567379701235e-07
113,0.015560863881680506
114,5.981843072575861e-06
115,0.00011162941372969197
116,0.0008802910608098491
117,0.0012647296538990725
118,0.004177664075132199
119,0.010081210885403157
120,8.28459099360702e-05
121,2.853205550272215e-05
122,5.686267120481023e-05
123,0.00027239612130627454
124,1.6977134680342904e-05
125,0.001742594185899932
126,2.1618733389280268e-07
127,5.986510547178951e-09
128,0.00026375022225805407
129,0.0029003294214281924
130,0.0010217242636737039
131,0.01284563968260125
132,0.0004365271424157215
133,0.0008197429482940416
134,1.0963745435231873e-06
135,7.519210636076893e-06
136,2.8054503932248895e-05
137,0.00025485113156228597
138,0.001690438312017887
139,4.7592475341622445e-07
140,0.0004763982644844746
141,1.7853207480807812e-09
142,0.00021511914710814652
143,0.0002769655936809377
144,0.0006499416849606205
145,2.746808541730407e-09
146,0.011270064839101404
147,0.0003030836597740682
148,0.0004078351887908709
149,0.0003193700591605838
150,0.060682273609009026
151,5.207333380363058e-06
152,0.03021564065559394
153,0.0015228064128355045
154,0.0024761235831351233
155,1.4332002693935318e-05
156,3.970460008572571e-05
157,6.0588782295735376e-05
158,2.8054503932248895e-05
159,6.267402872453361e-07
160,5.686267120481023e-05
161,0.0009854671753947515
162,5.521387186060914e-05
163,0.00010267938057825971
164,0.0010217165036960523
165,7.49087220355259e-08
166,1.5587045139078353e-05
167,0.0037744642306279702
168,0.0003193700591605838
169,0.0002926651958194504
170,0.00020895192661871635
171,0.0005980153179915411
172,0.00012171679325600641
173,5.100355268947536e-05
174,0.0001755339218511754
175,0.13371831111441457
176,0.000508053972125879
177,0.005377959108138012
178,1.4752148692134003e-07
179,2.2048241975260737e-05
180,7.878219533845401e-05
181,0.0007562470520620049
182,0.05185703297230168
183,0.00010557217262065366
184,3.6011794303410947e-06
185,0.0002083724201282257
186,1.879648707955655e-05
187,1.3128038853118351e-06
188,4.0335513081270614e-07
189,0.000841652772090606
190,1.4151146755528949e-05
191,0.0002486360541453705
192,0.0003876263490356941
193,0.0005441422515994203
194,0.02899463303006384
195,0.00036507328866679353
196,2.0406592128237083e-09
197,0.0001967224157469408
198,0.001185758038878963
199,0.004634792886709021
200,5.261548013629842e-06
201,5.600960529346537e-06
202,0.02276526101675901
203,2.1618733389280268e-07
204,0.001978849729065599
205,0.002041369524434451
206,8.437849757114383e-10
207,2.6478904527747902e-05
208,0.057144490746747593
209,9.614291019586747e-06
210,0.0015730227391779962
211,0.0003464584281829434
212,0.009105112520241054
213,2.8469198580430065e-05
214,0.01843629976119266
215,0.0563109567807067
216,0.0011504687525934006
217,0.021164759065358023
218,0.0002926651958194504
219,0.00451609812989901
220,0.00038297294129010416
221,0.0006090752636617272
222,0.000298229581683974
223,0.016072756208617315
224,0.0002926651958194504
225,0.032508316719946175
226,0.0033290568656210123
227,0.0003754890275875647
228,1.766994303882099e-05
229,7.193393975840914e-05
230,0.00025832425925513563
231,1.6279837736259616e-06
232,3.829021340188784e-05
233,2.7618450671260956e-05
234,0.004750863673803091
235,1.5453315928711864e-05
236,0.003978956500538693
237,0.00035391137134378335
238,0.00031933007637407703
239,5.686267120481023e-05
240,0.0026729886740046974
241,3.6011794303410947e-06
242,7.361294442740522e-08
243,2.740025033671089e-08
244,4.200399319273827e-05
245,4.396235139856493e-05
246,1.1473614920173302e-06
247,0.0440436149953415
248,7.926256768449848e-05
249,1.486265573306622e-06
250,4.850458012051256e-05
251,0.08033723770787751
252,0.0001802398350066358
253,2.3729710899699187e-05
254,0.032508316719946175
255,5.677768235557854e-05
256,1.4955127141096736e-09
257,0.0022573285071896083
258,0.003350970602630255
259,0.001103305337848402
260,0.027014053099121037
261,3.93405454848513e-05
262,0.057144490746747593
263,5.089483813597323e-05
264,0.0003193700591605838
265,0.0005634019158724523
266,1.14039255841116e-06
267,9.337487681265454e-13
268,5.767208874337895e-06
269,0.00025378665485259905
270,9.234670111492889e-05
271,9.667418200098843e-06
272,0.000317560901314064
273,2.4520899054694247e-05
274,0.0006822224412540187
275,0.0013181039378196116
276,4.260051181814883e-08
277,0.00027186313170582274
278,0.009470958240418844
279,6.905368914859176e-06
280,0.0005882460945547651
281,6.983987002836762e-06
282,0.0003149640800031343
283,0.0005111859578748831
284,2.248658410338248e-06
285,2.668673858923746e-05
286,1.0561864241300245e-09
287,0.0002821945965509273
288,9.576670700710393e-07
289,0.00012960603002189552
290,3.466069464837518e-06
291,0.06363983333057965
292,0.0003615369093248991
293,0.0012711722424788405
294,3.0420742545625302e-05
295,6.231688734583833e-05
296,5.547480621144332e-05
297,4.9187963872759516e-05
298,3.3599409942827215e-08
299,1.3180657613571028e-07
300,5.812483242154845e-05
301,3.466069464837518e-06
302,4.887595310582004e-06
303,4.6860131370134256e-08
304,0.013118785100305386
305,0.07137159439641991
306,2.6562601871270132e-05
307,0.0008047656967832671
308,0.0012974622543623444
309,0.0005041848867752999
310,5.114646547107173e-05
311,0.0018207931444830644
312,0.006913347024563543
313,0.0053334902223816216
314,4.6645272132698095e-05
315,1.0819495231201079e-05
316,9.139966063349132e-07
317,0.0012287752090921406
318,5.0455051929951696e-05
319,2.778657472158651e-05
320,9.693160552290564e-07
321,0.0010883370669808256
322,8.106201609974086e-05
323,7.984078282918012e-05
324,0.00931336962559417
325,0.005850815325942619
326,0.0018192071463108066
327,3.855480612087472e-05
328,0.002402919998489419
329,5.686267120481023e-05
330,9.564789386953799e-06
331,0.013590097362988362
332,0.012810376139371069
333,0.1933369616101362
334,1.580382899808046e-05
335,0.00013423719649031322
336,0.0008497009178721888
337,0.0224836596137837
338,0.01179790341144933
339,1.8739239485341963e-05
340,0.0012034272311922055
341,5.7384634952354045e-06
342,0.0015770417801981322
343,0.0004278502381695286
344,0.0032883030711670846
345,0.0009387485058693337
346,0.0028296874550573984
347,0.4199291955582966
348,2.3301714152585412e-05
349,8.599803911741248e-07
350,0.002989025498657777
351,0.0003010658437041506
352,0.014823919230584143
353,0.01385519113866909
354,0.00017067894267191861
355,0.0024019776217446905
356,0.0022100996916101447
357,3.180855181100762e-05
358,2.746808541730407e-09
359,0.0440436149953415
360,3.4863487403596855e-06
361,0.06949647743611215
362,0.03841049371879391
363,0.0008447479970029018
364,0.022439223536044592
365,3.832887269480932e-09
366,3.7682962844303925e-09
367,1.529239388439803e-08
368,0.0015083322835012893
369,0.002248338774062997
370,0.00013267800776654325
371,0.0004365271424157215
372,6.2131960282488825e-06
373,4.400205245584128e-08
374,5.205235133608192e-09
375,0.0004923698826351965
376,0.001190843298764969
377,4.976858659964106e-05
378,1.1407086767654689e-08
379,8.001485980592034e-06
380,0.00026375022225805407
381,0.00013423719649031322
382,0.0010064102489770513
383,2.9064354829042373e-06
384,0.0004379575546761736
385,0.0004624821670187962
386,7.21301797255598e-05
387,0.0002769465742841298
388,0.0006989475453591739
389,2.8688796660868202e-05
390,0.0004316305876064303
391,4.013655172063641e-07
392,8.978726206214867e-05
393,0.0004365271424157215
394,1.5677664926420796e-06
395,0.00010414136863392749
396,6.351070520169492e-05
397,1.1839998451282e-06
398,7.567241785195695e-05
399,4.705627405889721e-09
400,6.726396212394438e-06
401,1.7541465442665818e-08
402,1.8420149773146545e-05
403,8.803409056956922e-06
404,0.08724245320937495
405,3.870517690116825e-05
406,0.007654422329076247
407,0.0007755065974230905
408,1.5677664926420796e-06
409,0.0009602031570416413
410,1.7853036360699028e-05
411,1.7046439625876575e-05
